subject,activity,sensor,component,domain,var,aggregation_type,value
2,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.509746432970861
3,WALKING,Accelerometer,Body,Frequency,JerkMag,mean,-0.604752108072727
4,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.63501900541041
5,WALKING,Accelerometer,Body,Frequency,JerkMag,mean,-0.573176177044172
6,WALKING,Accelerometer,Body,Frequency,JerkMag,mean,-0.494882316238462
7,WALKING,Accelerometer,Body,Frequency,JerkMag,mean,-0.553360009658182
8,WALKING,Accelerometer,Body,Frequency,JerkMag,mean,-0.715745792606061
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.427796629448901
9,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.609193721940625
10,LAYING,Accelerometer,Body,Frequency,JerkMag,mean,-0.385138891111111
10,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.783269770302083
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.656133473274684
12,LAYING,Accelerometer,Body,Frequency,JerkMag,mean,-0.564239194378438
13,LAYING,Accelerometer,Body,Frequency,JerkMag,mean,-0.607295296423853
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.596896308848452
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.614817605125915
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.713167613706148
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.672302752918879
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.993005947241379
18,LAYING,Accelerometer,Body,Frequency,JerkMag,mean,-0.742323821887363
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.576064647812278
20,LAYING,Accelerometer,Body,Frequency,JerkMag,mean,-0.584571446817062
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.679742584809363
22,SITTING,Accelerometer,Body,Frequency,JerkMag,mean,0.00382710664090909
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,mean,-0.628800131547492
23,SITTING,Accelerometer,Body,Frequency,JerkMag,mean,-0.542663319457527
24,LAYING,Accelerometer,Body,Frequency,JerkMag,mean,-0.696845583388451
25,SITTING,Accelerometer,Body,Frequency,JerkMag,mean,-0.779190075892421
26,SITTING,Accelerometer,Body,Frequency,JerkMag,mean,-0.679278323637755
27,SITTING,Accelerometer,Body,Frequency,JerkMag,mean,-0.688572791044947
28,SITTING,Accelerometer,Body,Frequency,JerkMag,mean,-0.706908798520874
28,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.638582720019318
29,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.609879937469099
30,STANDING,Accelerometer,Body,Frequency,JerkMag,mean,-0.656339723754047
1,WALKING,Accelerometer,Body,Frequency,JerkMag,std,-0.541823079570029
2,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.518800797709272
3,WALKING,Accelerometer,Body,Frequency,JerkMag,std,-0.615643694857361
4,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.666506718936908
5,WALKING,Accelerometer,Body,Frequency,JerkMag,std,-0.613485123609272
6,WALKING,Accelerometer,Body,Frequency,JerkMag,std,-0.516711262173969
7,WALKING,Accelerometer,Body,Frequency,JerkMag,std,-0.550683254908442
8,WALKING,Accelerometer,Body,Frequency,JerkMag,std,-0.749236439787879
8,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.546655472807692
9,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.611619343190972
10,LAYING,Accelerometer,Body,Frequency,JerkMag,std,-0.447367612044293
10,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.770950588979167
11,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.676925075857595
12,LAYING,Accelerometer,Body,Frequency,JerkMag,std,-0.571614888155312
13,LAYING,Accelerometer,Body,Frequency,JerkMag,std,-0.617075473106453
14,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.619215144539319
15,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.643101167069512
16,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.729869398769672
17,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.666929054969322
17,WALKING_UPSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.992630932068965
18,LAYING,Accelerometer,Body,Frequency,JerkMag,std,-0.750189976318681
19,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.641089005857778
20,LAYING,Accelerometer,Body,Frequency,JerkMag,std,-0.597351046813729
21,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.683725127418382
22,SITTING,Accelerometer,Body,Frequency,JerkMag,std,-0.0977799986818182
22,WALKING_DOWNSTAIRS,Accelerometer,Body,Frequency,JerkMag,std,-0.636187050918395
23,SITTING,Accelerometer,Body,Frequency,JerkMag,std,-0.583832309145968
24,LAYING,Accelerometer,Body,Frequency,JerkMag,std,-0.682447145993307
25,SITTING,Accelerometer,Body,Frequency,JerkMag,std,-0.783547229755501
26,SITTING,Accelerometer,Body,Frequency,JerkMag,std,-0.678025758312755
27,SITTING,Accelerometer,Body,Frequency,JerkMag,std,-0.707531366315426
28,SITTING,Accelerometer,Body,Frequency,JerkMag,std,-0.726122136199029
28,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.683350492909091
29,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.636434470547384
30,STANDING,Accelerometer,Body,Frequency,JerkMag,std,-0.664600262443812
1,WALKING,Gyroscope,Body,Frequency,Mag,mean,-0.535002770337752
2,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.699742945221854
3,WALKING,Gyroscope,Body,Frequency,Mag,mean,-0.716822144279179
4,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.745650754608833
5,WALKING,Gyroscope,Body,Frequency,Mag,mean,-0.677355755703311
6,WALKING,Gyroscope,Body,Frequency,Mag,mean,-0.579130051151385
7,WALKING,Gyroscope,Body,Frequency,Mag,mean,-0.628877272791136
8,WALKING,Gyroscope,Body,Frequency,Mag,mean,-0.741679153929293
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.538348071541758
9,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.700863097986111
10,LAYING,Gyroscope,Body,Frequency,Mag,mean,-0.572513090661616
10,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.845024943541667
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.757585939588608
12,LAYING,Gyroscope,Body,Frequency,Mag,mean,-0.717311676745625
13,LAYING,Gyroscope,Body,Frequency,Mag,mean,-0.652225306544343
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.543030528985449
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.732394493841463
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.81712881920765
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.750925804837758
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.986607555172414
18,LAYING,Gyroscope,Body,Frequency,Mag,mean,-0.816286626730769
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.636287999799167
20,LAYING,Gyroscope,Body,Frequency,Mag,mean,-0.606970915061638
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.776473060171569
22,SITTING,Gyroscope,Body,Frequency,Mag,mean,-0.354449740454545
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,mean,-0.755664344113712
23,SITTING,Gyroscope,Body,Frequency,Mag,mean,-0.534657191683602
24,LAYING,Gyroscope,Body,Frequency,Mag,mean,-0.754131617480315
25,SITTING,Gyroscope,Body,Frequency,Mag,mean,-0.754236109755501
26,SITTING,Gyroscope,Body,Frequency,Mag,mean,-0.770504884821429
27,SITTING,Gyroscope,Body,Frequency,Mag,mean,-0.785953610106383
28,SITTING,Gyroscope,Body,Frequency,Mag,mean,-0.762735296006796
28,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.708848978369318
29,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.722018434984302
30,STANDING,Gyroscope,Body,Frequency,Mag,mean,-0.669600510563003
1,WALKING,Gyroscope,Body,Frequency,Mag,std,-0.566576670397695
2,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.725310337688742
3,WALKING,Gyroscope,Body,Frequency,Mag,std,-0.703839403007038
4,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.732586304826498
5,WALKING,Gyroscope,Body,Frequency,Mag,std,-0.715731148145695
6,WALKING,Gyroscope,Body,Frequency,Mag,std,-0.657368673849846
7,WALKING,Gyroscope,Body,Frequency,Mag,std,-0.650923648207792
8,WALKING,Gyroscope,Body,Frequency,Mag,std,-0.755554747464646
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.572007930837912
9,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.697729432621528
10,LAYING,Gyroscope,Body,Frequency,Mag,std,-0.573538825626263
10,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.856745923229167
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.711267219682278
12,LAYING,Gyroscope,Body,Frequency,Mag,std,-0.719438065809375
13,LAYING,Gyroscope,Body,Frequency,Mag,std,-0.691915161336391
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.516930495917399
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.695346839682927
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.802078223409836
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.765190625132743
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.981446073103448
18,LAYING,Gyroscope,Body,Frequency,Mag,std,-0.789777674554945
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.662325968145833
20,LAYING,Gyroscope,Body,Frequency,Mag,std,-0.635816314618644
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.793158526279412
22,SITTING,Gyroscope,Body,Frequency,Mag,std,-0.2723853645
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,Mag,std,-0.731033945357859
23,SITTING,Gyroscope,Body,Frequency,Mag,std,-0.632288527203763
24,LAYING,Gyroscope,Body,Frequency,Mag,std,-0.782076276167979
25,SITTING,Gyroscope,Body,Frequency,Mag,std,-0.697213120366748
26,SITTING,Gyroscope,Body,Frequency,Mag,std,-0.782624320831633
27,SITTING,Gyroscope,Body,Frequency,Mag,std,-0.777810418832447
28,SITTING,Gyroscope,Body,Frequency,Mag,std,-0.767012523398058
28,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.716597399028409
29,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.671454324368401
30,STANDING,Gyroscope,Body,Frequency,Mag,std,-0.589192650089817
1,WALKING,Gyroscope,Body,Frequency,JerkMag,mean,-0.645970655298847
2,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.751615078360927
3,WALKING,Gyroscope,Body,Frequency,JerkMag,mean,-0.810085498651026
4,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.838833209652997
5,WALKING,Gyroscope,Body,Frequency,JerkMag,mean,-0.748829309536424
6,WALKING,Gyroscope,Body,Frequency,JerkMag,mean,-0.651886909221538
7,WALKING,Gyroscope,Body,Frequency,JerkMag,mean,-0.668879188156396
8,WALKING,Gyroscope,Body,Frequency,JerkMag,mean,-0.817455544646465
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.639438448496154
9,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.786473954201389
10,LAYING,Gyroscope,Body,Frequency,JerkMag,mean,-0.710849269646465
10,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.8851999225
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.864827011392405
12,LAYING,Gyroscope,Body,Frequency,JerkMag,mean,-0.78990285099375
13,LAYING,Gyroscope,Body,Frequency,JerkMag,mean,-0.712054366504281
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.717590101802972
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.83680189402439
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.87277228273224
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.815081807581121
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.99327833
18,LAYING,Gyroscope,Body,Frequency,JerkMag,mean,-0.88466302260989
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.719519008752778
20,LAYING,Gyroscope,Body,Frequency,JerkMag,mean,-0.692638075749774
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.826275026053922
22,SITTING,Gyroscope,Body,Frequency,JerkMag,mean,-0.642050515
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,mean,-0.844035139698997
23,SITTING,Gyroscope,Body,Frequency,JerkMag,mean,-0.584111049810215
24,LAYING,Gyroscope,Body,Frequency,JerkMag,mean,-0.795019165380577
25,SITTING,Gyroscope,Body,Frequency,JerkMag,mean,-0.875970674743276
26,SITTING,Gyroscope,Body,Frequency,JerkMag,mean,-0.823865297193878
27,SITTING,Gyroscope,Body,Frequency,JerkMag,mean,-0.837585999827128
28,SITTING,Gyroscope,Body,Frequency,JerkMag,mean,-0.826660930776699
28,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.783731989943182
29,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.840464164156977
30,STANDING,Gyroscope,Body,Frequency,JerkMag,mean,-0.811292332428198
1,WALKING,Gyroscope,Body,Frequency,JerkMag,std,-0.685811262634006
2,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.744194981440397
3,WALKING,Gyroscope,Body,Frequency,JerkMag,std,-0.810032718739003
4,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.863096864037855
5,WALKING,Gyroscope,Body,Frequency,JerkMag,std,-0.735610602483444
6,WALKING,Gyroscope,Body,Frequency,JerkMag,std,-0.660175875210246
7,WALKING,Gyroscope,Body,Frequency,JerkMag,std,-0.668963362464935
8,WALKING,Gyroscope,Body,Frequency,JerkMag,std,-0.850242418585859
8,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.704299790384615
9,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.801296292638889
10,LAYING,Gyroscope,Body,Frequency,JerkMag,std,-0.741397840909091
10,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.881496240729167
11,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.879254016740506
12,LAYING,Gyroscope,Body,Frequency,JerkMag,std,-0.7973614576875
13,LAYING,Gyroscope,Body,Frequency,JerkMag,std,-0.733183567759939
14,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.760560087962848
15,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.849634463841463
16,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.886533212213115
17,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.820032370707965
17,WALKING_UPSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.993482856896552
18,LAYING,Gyroscope,Body,Frequency,JerkMag,std,-0.902206780607143
19,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.754223739441667
20,LAYING,Gyroscope,Body,Frequency,JerkMag,std,-0.694680032329943
21,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.834949863259804
22,SITTING,Gyroscope,Body,Frequency,JerkMag,std,-0.673087576363636
22,WALKING_DOWNSTAIRS,Gyroscope,Body,Frequency,JerkMag,std,-0.847554449431438
23,SITTING,Gyroscope,Body,Frequency,JerkMag,std,-0.593735302105376
24,LAYING,Gyroscope,Body,Frequency,JerkMag,std,-0.796157264514436
25,SITTING,Gyroscope,Body,Frequency,JerkMag,std,-0.877714953691932
26,SITTING,Gyroscope,Body,Frequency,JerkMag,std,-0.823991408418367
27,SITTING,Gyroscope,Body,Frequency,JerkMag,std,-0.848260021656915
28,SITTING,Gyroscope,Body,Frequency,JerkMag,std,-0.833674226650485
28,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.800627497215909
29,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.851462426569767
30,STANDING,Gyroscope,Body,Frequency,JerkMag,std,-0.822805618746736
